0,1,1,9
0,1,1,10
0,2,1,10
0,2,1,11
0,2,1,16
0,3,1,11
0,3,1,19
0,14,1,9
0,14,1,16
0,6,2,11
0,9,2,1
0,9,2,2
0,9,2,11
0,10,2,19
0,10,2,20
0,11,2,1
0,11,2,2
0,11,2,3
0,11,2,4
0,12,2,20
0,13,2,2
0,13,2,11
0,14,2,2
0,16,2,1
0,16,2,15
1,9,0,1
1,9,0,14
1,10,0,1
1,10,0,2
1,11,0,2
1,11,0,3
1,16,0,2
1,16,0,14
1,19,0,3
1,4,3,5
1,8,3,4
1,8,3,10
1,12,3,4
1,12,3,10
1,12,3,14
1,13,3,4
1,13,3,5
1,13,3,17
1,14,3,3
1,14,3,4
1,14,3,10
2,1,0,9
2,1,0,11
2,1,0,16
2,2,0,9
2,2,0,11
2,2,0,13
2,2,0,14
2,3,0,11
2,4,0,11
2,11,0,6
2,11,0,9
2,11,0,13
2,15,0,16
2,19,0,10
2,20,0,10
2,20,0,12
2,5,6,2
2,6,6,2
2,6,6,3
2,7,6,1
2,7,6,2
2,7,6,15
2,7,6,20
2,8,6,1
2,8,6,20
2,9,6,1
2,9,6,2
2,9,6,3
2,16,6,15
2,3,7,12
2,3,7,14
2,4,7,14
2,5,7,12
2,5,7,13
2,5,7,14
2,6,7,4
2,6,7,13
2,9,7,4
2,14,7,12
3,3,1,14
3,4,1,8
3,4,1,12
3,4,1,13
3,4,1,14
3,5,1,4
3,5,1,13
3,10,1,8
3,10,1,12
3,10,1,14
3,14,1,12
3,17,1,13
3,1,8,1
3,1,8,2
3,1,8,15
3,1,8,20
3,2,8,1
3,2,8,3
3,2,8,4
3,3,8,2
3,3,8,15
3,3,8,20
3,10,8,2
3,11,8,3
3,12,8,3
3,12,8,4
3,18,8,15
3,1,9,11
3,1,9,19
3,2,9,10
3,2,9,11
3,2,9,19
3,11,9,19
3,11,9,20
3,12,9,10
3,12,9,11
3,12,9,19
3,12,9,20
4,1,5,8
4,1,5,9
4,1,5,11
4,2,5,8
4,2,5,9
4,2,5,16
4,3,5,19
4,13,5,9
4,14,5,9
4,14,5,11
4,14,5,16
4,6,10,11
4,10,10,20
4,11,10,1
4,11,10,2
4,11,10,11
4,12,10,1
4,12,10,15
4,12,10,19
4,12,10,20
4,13,10,2
4,13,10,11
4,14,10,2
4,16,10,1
4,16,10,15
5,8,4,1
5,8,4,2
5,9,4,1
5,9,4,2
5,9,4,13
5,9,4,14
5,11,4,1
5,11,4,14
5,16,4,2
5,16,4,14
5,19,4,3
5,2,6,12
5,2,6,19
5,3,6,12
5,3,6,19
5,4,6,8
5,4,6,10
5,4,6,12
5,13,6,10
5,4,11,16
5,10,11,9
5,10,11,15
5,12,11,15
5,12,11,20
5,13,11,13
5,13,11,15
5,13,11,16
5,14,11,9
5,14,11,15
6,1,2,7
6,1,2,8
6,1,2,9
6,2,2,5
6,2,2,6
6,2,2,7
6,2,2,9
6,3,2,6
6,3,2,9
6,15,2,7
6,15,2,16
6,20,2,7
6,20,2,8
6,8,5,4
6,10,5,4
6,10,5,13
6,12,5,2
6,12,5,3
6,12,5,4
6,19,5,2
6,19,5,3
6,2,7,13
6,3,7,3
6,3,7,4
6,4,7,1
6,4,7,2
6,4,7,3
6,4,7,4
6,13,7,3
6,14,7,3
6,9,11,1
6,9,11,2
6,10,11,15
6,10,11,16
6,11,11,1
6,11,11,2
6,11,11,3
6,11,11,4
6,12,11,16
6,13,11,2
6,14,11,2
6,16,11,1
6,16,11,13
7,4,2,6
7,4,2,9
7,12,2,3
7,12,2,5
7,12,2,14
7,13,2,5
7,13,2,6
7,14,2,3
7,14,2,4
7,14,2,5
7,1,6,4
7,2,6,4
7,3,6,3
7,3,6,4
7,3,6,13
7,3,6,14
7,4,6,3
7,4,6,4
7,13,6,2
7,9,8,19
7,10,8,8
7,10,8,11
7,10,8,12
7,10,8,19
7,11,8,9
7,11,8,10
7,11,8,11
7,11,8,12
7,11,8,16
7,15,8,12
7,19,8,9
7,19,8,10
7,19,8,11
7,20,8,10
7,20,8,11
7,2,12,10
7,10,12,4
7,10,12,20
7,11,12,1
7,11,12,4
7,11,12,20
7,19,12,1
7,19,12,4
7,19,12,19
7,19,12,20
7,20,12,10
7,20,12,17
7,20,12,19
7,20,12,20
8,1,3,1
8,1,3,2
8,2,3,1
8,2,3,3
8,2,3,10
8,3,3,2
8,3,3,11
8,3,3,12
8,4,3,2
8,4,3,12
8,15,3,1
8,15,3,3
8,15,3,18
8,20,3,1
8,20,3,3
8,8,7,10
8,9,7,11
8,9,7,19
8,10,7,11
8,10,7,19
8,10,7,20
8,11,7,10
8,11,7,11
8,11,7,19
8,11,7,20
8,12,7,10
8,12,7,11
8,12,7,15
8,16,7,11
8,19,7,9
8,19,7,10
8,1,9,11
8,1,9,19
8,3,9,10
8,3,9,11
8,3,9,19
8,3,9,20
8,4,9,10
8,4,9,11
8,4,9,16
8,14,9,16
8,6,12,11
8,8,12,4
8,9,12,1
8,9,12,2
8,9,12,4
8,9,12,11
8,10,12,1
8,10,12,4
8,10,12,17
8,10,12,19
8,10,12,20
8,11,12,4
8,11,12,19
8,11,12,20
8,12,12,4
8,12,12,20
8,13,12,2
8,13,12,11
